id,date,username,text,score,polarity
9da95bc1-d9ab-4789-8e7f-5f7499cd302f,2022-11-09 19:26:43,Windy Arum Sari,"Sekarang nyebelin yaa Gojek,, mau cancel orderan Gofood ga bisa. Padahal saya masih mau nyari-nyari ga sengaja kepencet, ternyata ga bisa cancel order. Kejadian terulang lagi dan ini lebih parah sih,, sebelumnya sudah jelas"" saya pesen pake voucher harganya dari 60rb.an jadi 37rb. Karena terkendala susah cari driver tadinya krn hujan, skrg saya coba"" lagi krn sudah reda & dilayar tertera harga 37rb jadi saya pesan. Loh kok tiba"" muter"" itu aplikasi & ga kepake voucher saya td.",1,-1
909d9dfc-b76d-44fd-affd-da39ad7dd3ef,2022-11-23 06:18:48,Meta Margaret,"Layanan transportasi (mobil / motor) ambil driver di jarak terdekat penumpang donk jgn acak, seperti perusahaan sebelah bisa kaya gitu. Kalo ambil driver acak selain tarif lebih mahal karena penjemputan yg jauh, waktu kita (penumpang) jg trbuang sia2...",1,-1
cdd55864-0556-452e-a255-57376796d650,2022-11-13 20:07:10,Tito Novansyah,"Ntah kenapa saya gabisa masuk gojek lagi, ketika udah masukin nomor hp tetap saja gabisa masuk (loading terus). Sudah saya uninstal berkali2 hapus data dan lain2 tetap gabisa, saya cek jaringan pun lancar2 saja.. anehnya kolom bantuan pun gabisa di akses (loading terus) jadi saya sulit buat problem solving nya, mohon di respon ya..",1,-1
d05d5df0-2d77-47ed-aaf8-2ead4d6b5ba4,2022-11-26 08:40:47,Krutomo :D,Hari ini saya memesan Gocar.. Pertama Chat Error.. rute perjalanan tidak muncul.. yg muncul hanya titik tujuannya saja.. lokasi driver saat penjemputan tidak ada.. karena terlalu lama.. yang awalnya waktu menunggu 4 menit driver sampai jadi 18 menit dan terus bertambah.. saya telp driver dan bertanya apakah pesanan masuk atau nggak.. driver bicara tidak ada bunyi notifikasi dari aplikasi.. dan saat dicek ke aplikasi menurut perkataan driver tidak adanya rute ke titik penjemputan..,1,-1
e9aea21c-7a63-4261-987e-d9d6200555f9,2022-11-10 15:10:29,Steven Hermawan,"Harga memesan makanan maupun antar dari tempat ke tempat lainnya sekarang terlalu mahal.Aplikasinya kalau di pencet sering error,gagal masuk.Pakai voucher sekarang harus dengan syarat mahal,maksudnya, contoh minimal 70 Ribu,sudah keterlaluan.Kalau lokasi yang nganterinnya sama pesanan suka gak konsisten sama pesanannya sama yang beli nya.",1,-1
8ba9b390-5ca0-410a-87ba-e60a0cfd2a6f,2022-11-26 02:34:02,Vicky Wahyu Wibowo,"Bagus sih, tp Semakin kesini semakin ancur .. Login nggak bisa udah pakai wi-fi,data masih nggak bisa masuk .. Semua keluh keseh pengguna app mohon di baca sekarang rata² pada bintang 1 semua nilainya .. Bukan hanya balas itu² aja..",1,-1
8eac72e9-d2a6-4cf7-8b7f-18286c4d8e5a,2022-11-04 04:54:47,23. Ni Kadek Ari Shankari Mahadewi,"Aplikasi lag banget,muter terus Saya coba buat login ulang,pas masukin no hp dan data lainnya muter muter terus.di tunggu 30 menitan juga gak mau masuk update juga sudah sinyal juga bagus kok sy pakek wifi gak bisa juga pakek kuota jga gabisa.....gimana ini?",1,-1
9dd8f4ce-7800-47b4-82cb-3da2d45483c1,2022-11-24 06:12:51,Aditya N. Indrawan,"Sudah sering di cancel sama go Drive gara2 pesan pas hujan dan tarifnya di bawah 10.000, sudah gitu batalkan jemputan setelah sekian menit nunggu padahal saya sudah terlambat,,selalu begitu,,jujur kecewa sama go Drive yg suka pilih2 begini,,kukasih bintang satu karena udah sangat kecewa",1,-1
0b600d62-8600-4a80-b8dd-77c0c5a28942,2022-11-26 06:47:58,Lemon Tea,"Bagusan menu transfer di hapus aja min. Setiap transfer pasti pending melulu, dah kena jasa masih lelet. Mau buat laporan baru diproses. Bagusan pakai shopeepay gak pernah pending. GRATISSSS LAGIIIII. !!!!!",1,-1
065c2ad0-1a24-4719-bf00-05d2b34ec899,2022-11-26 12:26:03,Yuyun Kristanti,"Harga makanan yg tertera di aplikasi lebih mahal 5.000 dari penjual, pesan gofood ongkirnya gak logika dekat doang 17.000 ini sih namanya pesan ongkir free makanan. Mana ada biaya tambahan layanan lagi, gak recommended nih di budget 👎👎👎 voucher juga gak bisa di pake, padahal udah langganan lama auto delete deh aplikasinya",1,-1
7365ce14-528a-47a2-934b-94b68fc02f17,2022-11-26 01:46:38,Rezky Pratama,"Jelek banget skrg parah! Koneksi sinyal jelek bermasalah terus.. padahal 4g, koneksinya lelet, sering ngelag juga! Parah dah pokonya. Uninstal!",1,-1
a48b4898-480b-4c87-8c98-6eb571aee2a8,2022-11-17 19:01:38,Faqihuddin Assilmi S,"Gimana sih gojek? Gimana? Nampilin promonya gak jelas, syarat sudah terpenuhi malah gak bisa dipilih. Terus syaratnya apa lagi? Kalau nampilin deskripsi promo yang jelas dong! Jangan PHP, promo cuma tampilan doang aslinya mungkin gak ada. Intinya yang jelas biar gak ada yang kecewa.",1,-1
a10b227c-9f9d-44ed-b573-31063143bb54,2022-11-09 11:47:36,gembel naik kelas,"Tolong dong di perbaiki,,sya 2 kali hari ini bayar paket data tapi gak masuk saldo di potong,,kalau bisa ini ulasan gak pakai bintang saya buat gak ada bintang,,1 tahun lebih pakai apk ini gak ada kemajuan nya,,woy baca ini,,saya gak tau cara protes sama kalian ,,klw bisa saya hubungi sudah pasti sya hubungi langsung",1,-1
85de9ada-1ef4-4a16-b9e7-598b0dfd3808,2022-11-29 10:30:58,adez septian,"Saya Mau bayar gojek paylater tapi halamannya blank putih di aplikasi..di web findaya jg g bisa melakukan pembayaran. Udah clear cache,udh re-install,tetap ga bisa. Jatuh tempo habis bulan sementara nanti denda akan berjalan. Terus saya bayarnya gimana?",1,-1
350d71eb-7317-4893-807c-8bea1bc5a625,2022-11-26 15:58:44,REZA ADITYA,"Gak bisa di buat transfer malah keluar notifikasi,BIDANG TIDAK BOLEH KOSONG dan gak bisa transfer udah ke cs tapi ttp gak bisa jadi saldo saya yang masih di dalam aplikasi tidak bisa di buat apa"" udah DM Ig juga tapi gak di bales.",1,-1
5f29b553-0886-4086-a929-559c4528e211,2022-11-26 19:22:47,Ade Ijag,"Tadi nya saya kasih bintang 5,sekarang saya turunin bintangnya karena makin kesini apk gojek semakin ribet dan bertele tele,, terlalu banyak proteksi dan susah untuk transfer meskipun ke sesama pengguna gopay... Maaf ya apk nya gak akan di pake lagi, saya udah beralih ke yg warna biru yg lebih mudah dan simpel di pakai...😛😛😛😛",1,-1
1b70e174-e783-4903-ba5d-cc4cf0cf8099,2022-11-14 00:31:03,Hardiyanti Pratiwi,"Tuk goride nya bagus 👍, ga pernah ad masalah, driver nya jg baik2 n sopan. Klo gofood nya,, malah sekarang ga recomended. Voucer ga bisa di gabung dengan promo resto.. Malah app tetangga yg skrng bisa 😣😣 , kecewaa sih sebagai pengguna setia gojek.",1,-1
a6ccbeb4-bfd1-4bc3-ac20-2c5c32b047f8,2022-11-26 08:08:32,Wieche Wucinsia,Ga muncul mobil ud di lokasi mana. Di chat driver dan di tlp ga langsung masuk alias ga bs masuk. Ada driver yg dekat tp di ksh driver yg jauh jauh. Lalu drivernya ga bs di hubungi kita tggu kelamaan mau ga mau kita cancel krn kita butuh cepat lalu 3 x cancel kita kena spam aduh parah,1,-1
68f6cb3a-e657-412d-a4fe-67e15be743fb,2022-11-14 19:23:30,Aswinnu Wibowo Mukti,"Sekarang pesen gofood VOC nya udah gabisa di combo sama VOC resto, dan rute perjalanan semakin jauh padahal bisa lewat yang lebih dekat, jadi ongkos ga kemahalan. Mohon ditingkatkan lagi agar pengguna gojek yang lain tidak kecewa dengan versi ini",1,-1
09acc8de-ac75-44f9-a25e-0e9013678390,2022-11-10 18:06:55,suryanto yanto,MERUGIKAN.....Permasalahan masih ga bisa login.sudah 2bulan lebih. Mana baru aja top up saldo gopay lagi. Di upgrade malah buruk sama sekali ga bisa di pake. Sama sekali gak pakai gojek pakai aplikasi lain,1,-1
353f5c6d-568d-44f7-bb85-b7e86fd12927,2022-11-28 18:46:04,AutoX,"Order go ride dan gosend drivernya berkali2 cancel terus. Drivernya juga kebanyakan ngga pernah dididik. Ngga bisa membaca maps dan pada males anter ke titik tujuan. Tolong pihak gojek mengedukasi driver2nya biar pinteran dikit, saya pakai aplikasi ini utk memudah kan saya bukan malah menyusahkan saya!!!",1,-1
109a45e3-23fc-4b8f-8468-44a74642d247,2022-11-09 18:00:05,Yasykury,"Tidak bisa mengakses/selalu buffering seperti tidak ada koneksi internet (padahal ada koneksi internet) setelah di update, bagaimana solusinya? Device Oppo A74 5G",1,-1
46adee7f-eb3b-4062-9271-90e819226002,2022-11-21 06:16:41,One first,"Percuma lapor!!! Yang jawab bot,Aplikasi tidak jelas,tidak bisa kirim saldo sesama pengguna gopay,sudah 1 tahun lebih saya minta tolong ke cs di aplikasi dan gmailnya tidak ada solusi ,Tidak ada balesan di Instagram,Mending pindah aplikasi sebelah adminnya cepat tanggap tidak ada solusi",1,-1
e812c7d4-1daf-458a-ae89-0bb95d5c0585,2022-11-17 07:42:07,Farida Rahmawati,"Saya heran ketika saya pesan gojek jarak yang ditampilkan di aplikasi kok berbeda dengan google maps selisihnya klo dekat bisa 3-4km klo jauh lebih parah bisa sampai 11-15km, apa saya dosa jadi korupsi jarak kan kasian drivernya yg rugi klo hanya 1-2km masih wajar ini sudah terlalu jauh beda jaraknya",1,-1
7cc83a52-fc44-4bcf-b08f-3e019ce50a54,2022-11-19 15:44:41,Muhammad Nasir,"Buat tim IT Gojek, bisa tidak kalian bikin tampilan aplikasi yang sederhana, aman, UI berorientasi ke penumpang, sehingga mudah dipakai?! Gaji kalian itu gede, sekolah kalian juga tinggi tinggi kerja ikuti mau konsumen jangan hanya jadi budak korporasi, saya tidak butuh aplikasi njlimet ribet aksesnya makan RAM banyak pula 🙄",1,-1
d9d35fbe-4b0a-4127-a318-f4e97fb30a8b,2022-11-25 19:41:56,ade maulana,Pengalaman menggunakan gopay untuk transaksi transfer ke rekening bank sangat tidak memuaskan!!! Sering terjadi erorr!!! Saldo gopay sudah terpotong tapi tidak masuk ke rekening bank yg dituju!!! Sampahhhh!!!,1,-1
1bf37a40-af8c-4d1f-a677-07a46b121241,2022-11-24 11:14:08,David Sinaga,Setelah update Kendaraan di sekitar tidak terlihat di aplikasi...tidak bisa melihat unit terdekat di posisi penumpang...tolong diperbaiki...terima kasih,1,-1
76d717e2-e52b-4589-afb1-3082373dfb57,2022-11-13 17:11:21,Tea. T,"Gila gofood sekarang , voucher udah ga ada , subscription yang gratis ongkir jika order diatas 40rb juga sudah tdk ada , ongkir + platform fee = seharga makanan. Yang bener aja , saya pakai gofood hampir setiap hari selama 4 tahun , title anak sultan (ga pernah turun). Diperhatikan lah biaya yang tidak masuk akal , jangan tambah maruk",1,-1
25cebb28-ee5c-49b1-94da-f0d87c0d1d3a,2022-12-01 19:13:00,dhiana kusuma,"Gopay sekarang tidak bisa dipake belanja dimerchant ga seperti dlu,skrg di buat belanja dibatasin keterangan nya transaksi blocked padahal blm dipake belanja sama sekali,dan ini tdk mempermudah belanja ketika tdk membawa cash malah mempersulit endingnya saya tdk jd belanja karena tdk membawa uang cash,selamat tinggal gopay semakin hari kamu semakin mahal dan semakin menyulitkan,bye..",1,-1
7768e98c-2c5d-47ee-b3da-564643fe97de,2022-11-26 11:34:39,Rudi Reynal,"Saya ingin menggunakan promo flash sale go food dengan minimal order 40k dan pesanan saya pun sudah melebihi 40k (42k), tetapi ketika promonya digunakan, kemudian muncul tulisan ""PROMO DIBATALIN"" dan saya tidak bisa menggunakan promo tersebut. Tetapi, ketika saya order sebanyak 50k dengan menggunakan promo flash sale go food yang minimal order 40k baru kemudian promo itu bisa digunakan. ANEHH, PAYAH. PERBAIKI!!!",1,-1
f9363498-1bb8-4665-a451-5969d6be9f38,2022-11-08 19:07:51,Awan Gumilang H,"Maaf kak aplikasi nya ngefreze,mau cek harga pesanan goride tiba-tiba logout sendiri tanpa ada kejelasan,minta tolong untuk diperbaiki kembali aplikasi nya,dan kalau di-update jangan nanggung ya kak, terimakasih",1,-1
a194d88c-2c8d-4a53-9be8-3f8a58d70cc1,2022-11-27 15:32:28,Newty Shine,"Tolong untuk driver, mobil untuk 6 orang ke atas itu harusnya ada mobil xenia atau avanza, semua nya sigra atau calya.. mobil kecil semua, mau bawa barang ga bisa sama sekali karena mobilnya ga muat.. lucu amat!",1,-1
5fb4c534-98a4-4f3e-98fc-b24c9fafd3f3,2022-11-13 21:09:27,Hakim Pane,"Versi terbaru nya malah bikin ga nyaman. Order gofood yang diversi sebelum nya bisa pakai voucher resto + voucher eksklusif, sekarang hanya cuma bisa 1. Tolong perbaikan nya lah",1,-1
79b8bace-8849-4afa-876f-a5caa6995d3a,2022-11-19 22:26:57,Isti Dwi,"semakin memburuk saja, masuk aplikasi malah ga bisa, mending kalau ada notifikasi macem2 ini tanpa notifikasi apa2. hanya ketika mau masuk aplikasi gojek jadi buffer padahal ke aplikasi sebelah baik2 saja no lemot no buffer, ada apa dengan gojek??",1,-1
f5f9c007-e913-47fa-8eb6-cf2578149208,2022-11-22 12:06:24,Burhanudin Amrin,"Dulu dari segi aplikasi lebih bagus gojek,cara mendapatkan driver cara pemesanan food dll,tetapi kenapa kalah dengan aplikasi sebelah,ini apa lagi punya banyak voucher tidak bisa di gabung dengan promo resto,voucher cuma buat pajangan doang,buat pesan food setelah di click ternyata harga sama saja,customer itu 95 % mencari promo yg murah,kenapa voucher di aplikasi cuma Abal""",1,-1
64c49983-4539-4a2a-bcee-a4334c6065f0,2022-11-29 14:43:14,eko,"ini aplikasi nya kenapa eror nya lama bgt ya ? biasanya gojek eror nya palingan ga sampe sehari... ini berhari hari ga beres juga... pesen goride di tempat rame driver, yg muncul di aplikasi cuma 2 driver... padahal biasanya titik driver bisa puluhan... dan buat dapet driver nya susah bgt...",1,-1
e77975ec-a978-4df3-917b-363d409e268e,2022-11-26 02:40:48,Steven William,Percuma ngasih saran.. Tapi ga di perbaiki. Kalo ada permasalahan ya jangan di arahin kami laporan kesini kesana dong.. Kalian yg mestinya mengoptimalkan kekurangan apk nya. Apagunanya ada ulasan bintang dan kritik di playstore,1,-1
00ea1df7-c744-49d9-bdf9-38930678d51d,2022-11-26 08:07:18,Maulana Syahreza,Saya udh coba reset hp dan download ulang gojek masih aja sama tidak bisa melihat draiver dmna. Jaringan saya aman. Ram juga masih banyak... Salah nya dmnaaa. Knpa sering dipakai jadi leq..dan aplikasi tidak merespon ingin keluar dengan sendirinya,1,-1
98d68f10-ef64-4086-8365-2345f2df317d,2022-11-26 06:31:44,Zulfikar Adiansyah,Gara-gara aplikasi error gajelas saya tdk bisa pesan makan dan terpaksa tdk sarapan. Bisa-bisa saya tdk bisa pergi kerja krn aplikasi yg errornya gajelas!,1,-1
973cc088-cd6b-46ed-869c-4680da512b6d,2022-11-26 01:46:25,Hendra Gaming 77,Aplikasi gak jelas ga bisa masuk ke akun gua sendiri padahal gua lagi transfer ke rekening..pas hapus data mau masuk aplikasi malah ilang jaringan padahal jaringan aman,1,-1
4e629e8b-bcf3-496b-a202-cfc8989e8b48,2022-11-26 19:35:21,rani adi irawan,Sudah sering dapat Driver Bodong.. Di order tapi tidak datang bahkan langsung minta bintang.. Seperti id DE2952NG sampai malam hari tidak datang datang.. Jadi penghalang untuk pesan Orderan di daerah yang sama.. Chat laporannya sepertinya tidak beguna.. Tidak bisa ngetik alasan kenapa masalahnya.. Malah di paksa dengan perkataan pilihan.. KOK tambah jelek sihh,1,-1
b974b943-fb1c-459e-a932-ce869dc82437,2022-11-23 07:20:58,Yudi Irfandi,Titik d map cuma d aplikasi ini lah yg berbeda. Ntah kenapa lari dari titik itupun lumayan jauh. Jadi klo orang mesan Go-Jek gak pernah pas bikin malu. Apa mesti d anjurkan pake aplikasi lain selain Go-Jek padahal aplikasi anak bangsa tolong lah d betul kan ketidak akuratan map kalian tolong tolong kali usahaku bisa d sepelekan orang karna d anggap tidak bisa menempatkan titik d map,1,-1
6ade89e3-37e1-4b64-b0ea-f69870f67188,2022-11-27 15:18:50,Nurmila Nia,"Baru pertama kali saya beri bintang 1 pada aplikasi, saya sudah 6 tahun pakai gojek sudah level juragan tiba² akun saya sakit tidak bisa pakai promo. Sudah buat laporan katanya ada aktivitas tidak wajar sedangkan saya pakai promo layaknya orang biasa. Sangat mengecewakan",1,-1
bbf82a60-78be-45a3-9f2f-822b083a6ac8,2022-11-26 01:00:44,Pengguna Google,"Harga ongkir dan biaya jasa layanannya bikin boros, khususnya GoFood. Mana potongan harganya kecil, 4rb doang masa'? Musti banget nyesuaiin minimum belanja yang gak ngotak. He! Kalau cuma beli makanan 1 doang ya seenggaknya ada potongan harga yg minimumnya sesuai harga 1 makanan itu doang! Jangan malah nyuruh nambah makanan lain biar dapatin potongan lebih gede! Malah tambah mahal dan nyusahin!! Gak ngotak!!!",1,-1
a9fe4f6f-f979-4b2a-9f72-2e459f730afc,2022-11-26 01:58:35,Dani Alfa,Sangat memburuk setelah diupdate...saat lapar tengah malam dan sama sekali tidak bisa dibuka apliaksi gojek nya tulisan nya selalu server sedang padat merayap dan diperbaiki tetapi ditunggu sudah lebih 1 jam masih tetap sama,1,-1
6a245803-b092-4c36-a32a-e180e01c9525,2022-11-15 23:03:40,Dwi Sancahyo,"Memberikan rute yg terjauh dan membingungkan, padahal rute yg tujuan terdekat yg selalu digunakan oleh driver tapi ongkos nya jadi sangat mahal.",1,-1
18fd87a2-359c-486c-a65d-bfc683699ced,2022-11-29 19:52:30,Muahid RK Utomo,"Syarat pake gopay later harus ttd dijital dan kirim OTP tapi pas masukin OTP berkali-kali gagal padahal OTP nya sudah benar, dan prosesnya pun stuck di OTP, tapi tiba-tiba dapat email saya sudah ttd digital n masukan OTP. Anehnya pas mau proses pembayarannya menggunakan gopay latter tetap di suruh ttd digital dan masukan OTP. Kok muter2 gini ya bukan hanya di account saya saja tapi di teman2 saya juga tolong segera perbaiki thx",1,-1
5f851c23-4f92-49b3-88b0-df4792c809a8,2022-11-18 01:13:34,Yhusuf Syam,"Ini tolol atau bagaimana sih,? Katanya email sdh terdaftar, lah emang sdh terdaftar kan gw masuknya pake email, bukan daftar lagi, gw donwload lagi trus masuk, katanya udah terdaftar, bego bgt anj. Buang buang kuota aja,",1,-1
775ec694-75ca-40fc-8312-48b9e594cca5,2022-11-29 16:37:50,Sari Stefany,"ada diskon, grab bike, tp ga bs dipakai, gimana sih. Masa berlaku msh lama, blm dipake. Naik kereta slalu pakai gopay. Hrs update terbaru, sudah terbaru. Apalagi yg salah!!!!!",1,-1
d0a57de6-5920-4985-b5f2-283191271a65,2022-11-28 11:58:44,KHOLISUL MURTAQI,"Ini gopay saya saya top up kog gak masuk"" Ya. Padahal waktu keterangan sudah sukses transaksi top up tapi gak masuk dan saldo gak nambah"".",1,-1
8af2bb8b-4f3e-449c-978d-61a4155d7364,2022-11-12 23:21:50,Muhammad Aditya Pratama,"aplikasi lag parah. mau dibuka loading terus tapi gak bisa kebuka. udah pake wifi sama kuota sama aja gak bisa, padahal sinyal bagus. udah coba instal ulang juga tetep gak bisa login",1,-1
d80de1fd-8b8d-4c86-a739-177776e8a4ac,2022-11-09 21:00:12,BANG DENZ,Uda lebih 1tahun saldo GO-PAY masih gk bisa dicairkan ke bank.. Masih dengan alasan transaksi tidak wajar.. Kalo emang mau blokir untuk tidak menggunakan layanan gojek lagi.. Setidaknya uang yg berbentuk GO-PAY bisa di kembalikan... Sayaa juga tak masalah tidak menggunakan layanan gojek.. Kecewa dengan duit GO-PAY saya yg tidak bisaa di apa apain.. Silahkan makan uang haramnya..,1,-1
373ba62d-cd27-4c19-84fb-b0c7dfb3d269,2022-11-22 15:04:43,lusi dian paramita,"Saya suka kesal dengan gojek..selalu kalo mau order gojek baik go car atau goride selalu dapat driver yg jauh2 dari rumah..alasanya driver itu unggulan..gak penting itu, yg penting itu ketepatan dan kecepatan waktu..kalo.dapat jauh gitu alhansil jadi lama.jemputnya",1,-1
a49cea37-b858-4773-9c81-3a0e6ba9acd0,2022-11-09 13:52:13,Hairul Chairul,"Untuk sementara 1 bintang dlu, suka error aplikasinya. Dan tlong karna vocer gak bs digabung, setidaknya gopay coin + vocer food resto bisa gabung. Gak tau coinnya mau diapain.",1,-1
